tweet id,time of tweet,user id,text
1449719557074165771,2021-10-17 12:50:51,Hselina56,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/8dtCighhZD
1449719437884641282,2021-10-17 12:50:23,_Fezile_Amo_,@ChockieMokoto Yhoo ha.a in my culture we don't use hands we use spoon and it's disgusting maan🤣🤣😂
1449719106006134785,2021-10-17 12:49:04,TigrayF05729326,"150 people starved to death in August at Ethiopia’s embattled Tigray region amid a near-complete blockade of food aid by federal and allied authorities, the Tigray forces say, while close to half a million people face famine conditions. #StopTigrayFamine https://t.co/xQotPjSdkB"
1449719011026116612,2021-10-17 12:48:41,Hselina56,RT @GeneTigray: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449719007439958022,2021-10-17 12:48:40,TigrayF05729326,"Hateful rhetoric like this is dangerous &amp; unacceptable,' a State Department spokesperson told AFP in response to the speech last week by Daniel Kibret an adviser to #Abiy and was nominated to the board of #Ethiopian Press Agency last year. #TigrayGenocide https://t.co/KXNDssPvqt"
1449718700807004162,2021-10-17 12:47:27,abrahamkibrom2,RT @Liptonice2308: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately…
1449717901871796227,2021-10-17 12:44:16,avelamq,@agobakwe_m @Lliyam_ yhoo💀😂
1449717689933570048,2021-10-17 12:43:26,Alish15740200,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide.PLS #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/VKKYklEVRZ
1449717582400049158,2021-10-17 12:43:00,StocksandBongs,RT @zGuz: NFT sales in Q3 more than octupled to hit $10.7 billion. A boost from #NFT wearable fashion could push the non-fungible wave to n…
1449717081302257665,2021-10-17 12:41:01,NikitaTemere,Could never be me yhoo https://t.co/G8Y0LuwYaG
1449716994216009731,2021-10-17 12:40:40,olwethumtati,@uzimmy1 Yhoo knowing me I'll fight back 😭 and be arrested
1449716919905529857,2021-10-17 12:40:22,N_Montjane,RT @DlalaChampion: Fear women Yhoo😭😭 https://t.co/TPySQbcum4
1449716768776364033,2021-10-17 12:39:46,muluta_tamene,RT @HabenGedenana: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately…
1449716638186721280,2021-10-17 12:39:15,kay_raps,"Netflix ya bora, dstv ya bora yhoo we are in the pits"
1449716548814397444,2021-10-17 12:38:54,HabenGedenana,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/RRwTlF8YNq
1449715464880463879,2021-10-17 12:34:35,filafresh,"RT @YahooNews: Children were among up to 17 American Christian missionaries and their relatives kidnapped by a gang in Haiti on Saturday, t…"
1449715186898771971,2021-10-17 12:33:29,andiswankwents2,"RT @MahlengiNgcobo: @Sbusii_4470 Hee ngake ngamkhumbula umjita so I called he never picked up, went to WhatsApp he was online 💔yhoo I died…"
1449715062432743431,2021-10-17 12:32:59,InfiniteSkillz,"RT @HenryBushnell: I’m not sure this email has been emphasized enough.

From the “Redacted - ESPN Personality”, to Bruce Allen, two days af…"
1449715048578834437,2021-10-17 12:32:56,queenslight16,"RT @YahooNews: Children were among up to 17 American Christian missionaries and their relatives kidnapped by a gang in Haiti on Saturday, t…"
1449714980912312320,2021-10-17 12:32:40,YahooNews,"Children were among up to 17 American Christian missionaries and their relatives kidnapped by a gang in Haiti on Saturday, the New York Times first reported https://t.co/xbYuJ0iVCl"
1449714973303877635,2021-10-17 12:32:38,Sinayo35204368,@ChoaneRebaone yhoo don't remind  me that's when i learnt to mind my business🤣🤣🤣🙆‍♀️
1449714877552021511,2021-10-17 12:32:15,Real_Stevemalt,"RT @MrJamesOkon: Phelisa story is heartbreaking yhoo I always thought this Evil are only in movies not until this Space

#IFoundMyVoiceAfte…"
1449714647242788865,2021-10-17 12:31:20,BooksBitcoin,"RT @cryptomilsoon: Crypto CEO: A viable central bank digital currency would have to be 'the law'

Read more https://t.co/2U3Tw5T3rg

#crypt…"
1449714226256388097,2021-10-17 12:29:40,KevvyC62,"RT @YahooSports: LA County asks court to force Vanessa Bryant to take a psychiatric exam in lawsuit.

Bryant filed a lawsuit against LA Cou…"
1449714063538274307,2021-10-17 12:29:01,SQV,RT @YahooFinance: Big banks warn that Fed-induced market volatility is coming soon https://t.co/RgKNvuLrpO by @bcheungz https://t.co/WbPc9J…
1449713947016318986,2021-10-17 12:28:34,MrJamesOkon,"Phelisa story is heartbreaking yhoo I always thought this Evil are only in movies not until this Space

#IFoundMyVoiceAfterRape

https://t.co/m88ac8zQUU"
1449713832126029825,2021-10-17 12:28:06,YahooNews,"“All we know he’s tested positive for Covid-19, he’s in hospital and on a ventilator. He looked awful Thursday, worst I’ve ever seen him. He was having difficulty breathing, he was having difficulty speaking."" https://t.co/jqSuG2jL7L"
1449713766489329670,2021-10-17 12:27:50,Me4oPresident,@I_Am_King_Bulie Yhoo please say that again😭😭
1449713666333552648,2021-10-17 12:27:27,krugersville,RT @Darlie_X: @krugersville Yhoo mmusi https://t.co/pXUiLD0B2y
1449713620993126403,2021-10-17 12:27:16,KiduGT,RT @tsi966670: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449712385590190084,2021-10-17 12:22:21,medhin21,RT @Awet32423193: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately…
1449712380116566018,2021-10-17 12:22:20,Battle__Oozee,RT @YahooEnt: Timothée Chalamet reveals the secrets to his success: ‘No hard drugs and no superhero movies’ https://t.co/ZIehsISNp9 https:/…
1449712224847683588,2021-10-17 12:21:43,NahomiSamuel,RT @tsi966670: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449712102663507976,2021-10-17 12:21:14,jmilton82,"RT @YahooNews: Fiston Ngoy, a 35-year-old man in Pennsylvania, is facing rape and assault charges after a woman was sexually assaulted on b…"
1449712068190420993,2021-10-17 12:21:06,call210,"RT @YahooNews: Fiston Ngoy, a 35-year-old man in Pennsylvania, is facing rape and assault charges after a woman was sexually assaulted on b…"
1449711800912646150,2021-10-17 12:20:02,Mcmo70,"RT @YahooNews: Fiston Ngoy, a 35-year-old man in Pennsylvania, is facing rape and assault charges after a woman was sexually assaulted on b…"
1449711771816706059,2021-10-17 12:19:55,bepositive76,RT @tsi966670: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449711444602261507,2021-10-17 12:18:37,ayasept,"@mfazwe_anele Yhoo , I said I’m sorry nje Anele"
1449711321767895042,2021-10-17 12:18:08,OpeningDayNFL,Opinion: What will it take for Lions to overcome history of heartbreaking losses? https://t.co/AnQsUjSdUV
1449711233570062344,2021-10-17 12:17:47,YahooNews,"Fiston Ngoy, a 35-year-old man in Pennsylvania, is facing rape and assault charges after a woman was sexually assaulted on board a public transit train Wednesday night. Surveillance video shows how riders did nothing to help the woman being assaulted. https://t.co/88MBXo4vu4"
1449711054561419265,2021-10-17 12:17:04,Atee_Mqulo,@V8D2SJCm9AMbLOB @monalisaato2 For real?? Yhoo  haybo!
1449710527576514563,2021-10-17 12:14:58,Thina_H21,@Nelzie101 I wish those xan be move yhoo😭
1449710459410657281,2021-10-17 12:14:42,ALBDamn,"RT @YahooSports: LA County asks court to force Vanessa Bryant to take a psychiatric exam in lawsuit.

Bryant filed a lawsuit against LA Cou…"
1449709874602987526,2021-10-17 12:12:23,KiduGT,RT @tigrayprev: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449709404744523781,2021-10-17 12:10:31,SimpraTyalimp,Yhoo! 🕯️🕯️🕯️🕯️🕯️ https://t.co/AYzqXmkK1X
1449709154017423366,2021-10-17 12:09:31,UnmovedLee,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449708839293661184,2021-10-17 12:08:16,davidcurtisvrai,RT @YahooFinance: 'This stuff is driving us nuts:' Small biz lashes out at crippling supply chain woes threatening holiday https://t.co/OOf…
1449708336614608901,2021-10-17 12:06:16,YahooNews,"“This is a Hollywood ending. Our members stood firm. They’re tough and united. We went toe to toe with some of the richest and most powerful entertainment and tech cos. in the world, and we have now reached an agreement ... that meets our members’ needs"" https://t.co/KXRzzRkxfP"
1449707264592465923,2021-10-17 12:02:00,Bereket32679033,RT @MeseretAsefa18: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediatel…
1449706535244926985,2021-10-17 11:59:06,Lala_Kenosi,"Re mono hela ka not talking about women's bodies... Hell people's bodies in general...

This whole outfit looks good on you,, she was being mad disrespectful yhoo.. https://t.co/WEBloNA3XQ"
1449706354369650693,2021-10-17 11:58:23,Godofthearth,RT @MuluGebreyesus1: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediate…
1449705694169554953,2021-10-17 11:55:46,mazet_zet2,@n_phetise Bathong guys she's not fighting yhoo nina..
1449705352476381190,2021-10-17 11:54:24,MpenduloNtseng5,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449705228245377025,2021-10-17 11:53:55,Godofthearth,RT @Aron5419: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to e…
1449705191146762242,2021-10-17 11:53:46,Robert_Kosiorek,RT @YahooFinance: Big banks warn that Fed-induced market volatility is coming soon https://t.co/RgKNvuLrpO by @bcheungz https://t.co/WbPc9J…
1449705040088866820,2021-10-17 11:53:10,WulanaAviwe,RT @DlalaChampion: Fear women Yhoo😭😭 https://t.co/TPySQbcum4
1449704687662415875,2021-10-17 11:51:46,AllBonke,@UDeinfluence @only1mxolie No no what.. how did I forget this..yhoo
1449703762453479427,2021-10-17 11:48:05,DlalaChampion,RT @DlalaChampion: Fear women Yhoo😭😭 https://t.co/TPySQbcum4
1449703633327636491,2021-10-17 11:47:35,thabiler6,@mapz_zee @mamellotq Yhoo! How long have you been on it?
1449703624683180034,2021-10-17 11:47:32,EfremGebregeor1,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/ZpWXNyNEeM
1449703487609065483,2021-10-17 11:47:00,GelilaHagos,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/urNHccsSO5
1449703232700289027,2021-10-17 11:45:59,DlalaChampion,Fear women Yhoo😭😭 https://t.co/TPySQbcum4
1449703004169457668,2021-10-17 11:45:05,BIGGTIMME,"RT @YahooSportsNBA: Kevin Durant on Kyrie Irving: ""What is being mad going to do? We are not going to change his mind, know what I’m saying…"
1449702867913293824,2021-10-17 11:44:32,nugus51,RT @nugus51: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to en…
1449702785017077769,2021-10-17 11:44:12,MikeZeigle,"RT @YahooSports: LA County asks court to force Vanessa Bryant to take a psychiatric exam in lawsuit.

Bryant filed a lawsuit against LA Cou…"
1449702450173292544,2021-10-17 11:42:52,humour_gona,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449701864002424832,2021-10-17 11:40:33,DuduzaneRamaph1,Yhoo 🤣🤣🤣🤣 https://t.co/U3tcmszi80 https://t.co/TtpAwNAP5o
1449701755688820738,2021-10-17 11:40:07,LishleM,"@londaWorldwide Such impersonal sex yhoo , looks painful, looks uncomfortable. Everything about it is cringe worthy. But maybe she gave consent so its not rape. But the foot on her face is definitely abuse."
1449701676856889348,2021-10-17 11:39:48,Sasha_E_Fierce,@iam_royalty80 I had like 2 weeks with that dye😭😹and on the 3rd week i tried relaxing my hair. Yhoo nkosyam.
1449701354499461123,2021-10-17 11:38:31,maggiemessianic,"@reneilwe__R @Nedbank I thought @FNBSA was better, nou ba mbhorile… yhoo South African banks make me mad😤"
1449701250283491331,2021-10-17 11:38:06,jwarasikhumba,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449701235989303297,2021-10-17 11:38:03,joefnb3,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449700891251064833,2021-10-17 11:36:41,VoldieMolisho,Yhoo https://t.co/t90ILSooh8
1449700720815460360,2021-10-17 11:36:00,cryptomilsoon,"Crypto CEO: A viable central bank digital currency would have to be 'the law'

Read more https://t.co/2U3Tw5T3rg

#cryptoceo #Bitcoin #Blockchain #NFT #nftcollector #NFTartists #NFTs #Collector #nftcolllectors #Crypto https://t.co/1ABcfGmC1s"
1449699126661287937,2021-10-17 11:29:40,wihzulu,RT @Kai_InTheKut: You guys said wait let’s make uncle waffles trend on Twitter fast!! Yhoo 🥺🥺
1449699027726094337,2021-10-17 11:29:16,GebrihetHg,RT @tsi966670: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449698996516265987,2021-10-17 11:29:09,Eden70099366,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/tdvsq4I7O8
1449698953461702658,2021-10-17 11:28:59,WNomanqina,@_KeitumetseB Peer pressure indeed yhoo...its like m drinking vicks cough syrup nje esikhaleni
1449698140311990272,2021-10-17 11:25:45,HaJemal,RT @KbromMeb11: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449698002826899460,2021-10-17 11:25:12,akhanya_m9,Yhoo 🙆‍♀️🙆‍♀️ https://t.co/CdOUodI7ly
1449697612270084100,2021-10-17 11:23:39,KbromMeb11,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/Oeau24rMZb
1449697420942655489,2021-10-17 11:22:53,Darlie_X,@krugersville Yhoo mmusi https://t.co/pXUiLD0B2y
1449697344417636352,2021-10-17 11:22:35,Kweila_mgd,@theHirohito @BucwaMichael My mom caught me on top of my ex we were still fully clothed though.Yhoo that was embarrassing
1449696724298223619,2021-10-17 11:20:07,flightwit,You'll never guess the best way to cure fear of flying (Hint: s-e-x) https://t.co/B5TBK4UtHe #airlines #travel #RT https://t.co/OQCF2cLkoi
1449695801484005380,2021-10-17 11:16:27,SIC_Capital,RT @YahooFinance: Lack of US COVID-19 data is 'red meat' for anti-vaccine movement: Expert https://t.co/AxFAquCiDn by @AnjKhem https://t.co…
1449695793879949317,2021-10-17 11:16:25,chustar_chuma12,@Sigujana_ZA survived yhoo
1449695733326749699,2021-10-17 11:16:11,Awet32423193,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/iUnNLbYKrK
1449695715492601858,2021-10-17 11:16:07,theboy13_,@oyama_yaya 😂😂😂😭Yhoo
1449694889298497536,2021-10-17 11:12:50,rabbicraig,@LoloMugs Our parents love lecturers. Yhoo🙆🏽‍♂️
1449694181132324867,2021-10-17 11:10:01,carmelosegopolo,Yhoo one thing I'm not doing again is to date a comrade. Iyooo hard pass!
1449693920762470405,2021-10-17 11:08:59,RKrijnberg,RT @YahooFinance: Lack of US COVID-19 data is 'red meat' for anti-vaccine movement: Expert https://t.co/AxFAquCiDn by @AnjKhem https://t.co…
1449693299300765696,2021-10-17 11:06:31,emilielavinia,"RT @femtechinsider: ""Younger women talk more openly about their periods and sexual health concerns — and more companies are marketing to th…"
1449693278106910723,2021-10-17 11:06:26,01177Mik08,RT @YahooFinance: 'This stuff is driving us nuts:' Small biz lashes out at crippling supply chain woes threatening holiday https://t.co/OOf…
1449693242560241664,2021-10-17 11:06:17,uNdlov_,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449692540094062592,2021-10-17 11:03:30,GebrihetHg,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/YWcaWBP8kc
1449692479628795908,2021-10-17 11:03:15,mbunbtc07,RT @YahooFinance: Lack of US COVID-19 data is 'red meat' for anti-vaccine movement: Expert https://t.co/AxFAquCiDn by @AnjKhem https://t.co…
1449692358807855106,2021-10-17 11:02:46,YahooFinance,Lack of US COVID-19 data is 'red meat' for anti-vaccine movement: Expert https://t.co/AxFAquCiDn by @AnjKhem https://t.co/0v11JAB10M
1449692313874321409,2021-10-17 11:02:36,MekelleMesi,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/u0ards9XGm
1449692286456111104,2021-10-17 11:02:29,Mario_ntuthuko,You look like sweetie Yhoo❤😍 https://t.co/DsZD4gnP6Y
1449691935418032129,2021-10-17 11:01:06,Tshepiiso_xo,yhoo 😩
1449691581552939013,2021-10-17 10:59:41,coin_retweets,RT @YahooFinance: Bitcoin miners make US an industry leader after China crackdown as climate fears weigh https://t.co/DNp4wItlTJ by @DsHoll…
1449690521610424322,2021-10-17 10:55:28,NtshepyK,"@segotiro Ontse fela jaana unprovoked? 😭😭😭I want a flat tummy 💔😭😭😭😭😭
Yhoo!🔥🔥🔥🔥"
1449690434989694978,2021-10-17 10:55:08,GadosUnFazed,@Rouge_Rapper Yhoo!😍 https://t.co/6k4gwxCNTB
1449689971162587136,2021-10-17 10:53:17,akhanya_m9,@SboniseniGaxa yhoo too much 🙆‍♀️🙆‍♀️
1449689755608813572,2021-10-17 10:52:26,Blackbeard_swz,RT @LaSukuta: People on this app will call a child a “servant” and quote that “servants don’t dine with their masters.” And they will defen…
1449689701045182465,2021-10-17 10:52:13,moitherezi,yhoo this is 👌#Musique#chymamusique
1449689664210804736,2021-10-17 10:52:04,Dumisan50895033,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449689623651921921,2021-10-17 10:51:54,OkaBhesheni,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449689451324661763,2021-10-17 10:51:13,ndeshyyyy,@Accra_brunette yhoo 🤣🤣
1449689423780716544,2021-10-17 10:51:07,BigTimeSbo,RT @Mpilo_Perci: Please put respect on the Captain's Name yhoo ❤️❤️ https://t.co/GGWQ5xyhkp
1449688725936648193,2021-10-17 10:48:20,Hyaceebo,@Rendi_Praise Yhoo this space
1449687937046745089,2021-10-17 10:45:12,Nhleiks5,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449687931430608901,2021-10-17 10:45:11,BonoloMofahla,@palesa_moloto @unclewaffffles Same yhoo I watch it everytime I see it 😍
1449687810324185091,2021-10-17 10:44:42,Tigr3Republicof,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/JKzatP7Jfh
1449687781073211395,2021-10-17 10:44:35,tigrayprev,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/1yNWxiMNZf
1449687587728338947,2021-10-17 10:43:49,StepfatherDon,@Violin_Tay Yhoo never! https://t.co/PzwUl5Fem8
1449687508003049475,2021-10-17 10:43:30,Lloydrubaba,RT @YahooFinance: More Americans are single and faring worse financially than those with partners https://t.co/4QhVMhbaJd by @denitsa_tseko…
1449687319255080965,2021-10-17 10:42:45,tshawe_zintle,@Zenande_Mcfen Yhoo that's my wish🤔
1449686758355087367,2021-10-17 10:40:31,YahooFinance,More Americans are single and faring worse financially than those with partners https://t.co/4QhVMhbaJd by @denitsa_tsekova https://t.co/RNzKKRsLHz
1449686680244559877,2021-10-17 10:40:13,kumalo_sne,@Nandi_Madida @ZakesBantwiniSA @KasangoMusic yhoo that's track.. its no 1 on my playlist as well 👌😍
1449685495911489536,2021-10-17 10:35:30,ytbarekb26,RT @YtbarekA11: Millions of #Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately t…
1449685481936113664,2021-10-17 10:35:27,ytbarekb26,RT @YtbarekA11: Millions of #Tigray and are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately…
1449685174409695236,2021-10-17 10:34:14,TsegaWol,RT @AbebaHialu: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to…
1449684612930850816,2021-10-17 10:32:00,AbebaHialu,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/o0gJdeniXa
1449684408559038468,2021-10-17 10:31:11,dream_tansy,"RT @yahoolife: Do you still need to wear a mask after COVID-19 vaccine? Yes, experts say. Here's why. https://t.co/S8KPayErlW https://t.co/…"
1449684331971104768,2021-10-17 10:30:53,BNicollete,@Lebogangsheldon Yhoo can u have some
1449684301004611587,2021-10-17 10:30:45,official_dojo,So Drake shouldn't follow a talented girl because it'd seem like he's thirsty? Yhoo la makatsa https://t.co/HFty8Da2k6
1449683969453084672,2021-10-17 10:29:26,Dikeledi_Rams,Yhoo this space 💔😢 #IFoundMyVoiceAfterRape
1449683953208725504,2021-10-17 10:29:22,AZANIA_magwala,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449683892970082304,2021-10-17 10:29:08,Princess__Sole,"@KingDon_za Yhoo 
Wine,Whiskey or beer?"
1449683178785058816,2021-10-17 10:26:18,tigraweyti83,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia’s man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow@luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/Ghlt9aZBt8
1449682906260049926,2021-10-17 10:25:13,SesethuSethu3,@u_Ncube Rea💔💔💔😭😭 yhoo Noo
1449682416336084997,2021-10-17 10:23:16,akhanya_m9,yhoo😳😳 https://t.co/Cv3GW9TkcD
1449682394630524928,2021-10-17 10:23:11,tintswalomegacy,Y’all are very insensitive yhoo💔💔 https://t.co/YvPxIfltip
1449682180133818369,2021-10-17 10:22:20,Sphiweqipha1,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449681262755655680,2021-10-17 10:18:41,HelenMeklle,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/AXuTT4W843
1449681135919828993,2021-10-17 10:18:11,medhin21,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/lJkHdYKjsx
1449680855920742400,2021-10-17 10:17:04,Dikgoba,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449680620121214978,2021-10-17 10:16:08,GulfcoastPT,ATIP DEADLINE ALERT: Hagens Berman Notifies ATI Physical Therapy (ATIP/FAII) Investors of Today’s Lead Plaintiff ... https://t.co/CI2KNrum8l
1449680600827416576,2021-10-17 10:16:03,YahooFinance,'This stuff is driving us nuts:' Small biz lashes out at crippling supply chain woes threatening holiday https://t.co/OOfpopZMh1 by @daniromerotv https://t.co/V2AYuZGZGs
1449680576189894657,2021-10-17 10:15:57,Rep_Crypto,RT @YahooFinance: Bitcoin miners make US an industry leader after China crackdown as climate fears weigh https://t.co/DNp4wItlTJ by @DsHoll…
1449680540291014664,2021-10-17 10:15:49,Mngd_nthucy,"RT @Vatpetrolium: This one clearly need some serious cleansing and fix his Aura, I mean even them kids can't tolerate or stand him..yhoo…"
1449680418517684234,2021-10-17 10:15:20,DeeRolaz_,There’s that Tent that played Piano in 2019 yhoo what a time😭😭😭 https://t.co/0nMcX8OuuJ
1449679417861492737,2021-10-17 10:11:21,Omna12919615,RT @MashoHilawie: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately…
1449678716590768130,2021-10-17 10:08:34,abrj4s7nnCqwgPM,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/gzOA1NGeVm
1449678630251110402,2021-10-17 10:08:13,Gebreselassie_1,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/oH5MBcOjzq
1449678415213252611,2021-10-17 10:07:22,MtutuFromMzansi,@Enghumbhini @ProfTinyiko Yhoo! ANC so desperate for votes.They even assists in doing the washing.
1449678257071218688,2021-10-17 10:06:44,Merontesfahuney,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/LIybkaHck7
1449678095657672708,2021-10-17 10:06:06,its_Novl,I hate the pretty privilege chat. yhoo. let other kids live. 🙄
1449677971929944073,2021-10-17 10:05:36,danny_dungi,PTA Is hot Yhoo https://t.co/U1rn6Ivz1m
1449677841063362569,2021-10-17 10:05:05,AyaSihele_,Yhoo definitely 😭 https://t.co/xDmhfdbIqX
1449677462481383429,2021-10-17 10:03:35,PoniMoloisi,😭😭😭 yhoo
1449677449873305602,2021-10-17 10:03:32,GoodHealthIdea1,"RT @YahooFinance: Smoothie King on worker shortage: 'Hire them, right. Train them, right. Treat them right.' https://t.co/q8groOBmPg by @da…"
1449677219073245186,2021-10-17 10:02:37,PoniMoloisi,Yhoo https://t.co/1jOWn1OtUS
1449676928537989121,2021-10-17 10:01:28,Koketso_Dikane,@skepsel_sa Yhoo
